"";"IDCNTRY";"Variable";"TOTWGT";"mean";"stdev";"TOTWGT.se";"mean.se";"stdev.se";"NObs";"xvar";"weight";"method";"jk2type";"shortcut";"missoptn";"date";"time";"reps";"npv";"selcrit"
"21";"Canada (Quebec)";"ASDAGE";73541,4316139995;10,0824678480179;0,383894410825124;1558,65254817798;0,0101653483695488;0,00982831923989177;3178;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"22";"Canada (Quebec)";"ASRREA0_";73541,4316139995;547,421734294502;65,1191711668263;1558,65254817798;2,84270927294774;1,9608345337508;3178;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"23";"Chile";"ASDAGE";225459,142782;10,0551495093896;0,539502903272494;4602,90337201986;0,0148377875660685;0,0206657333967771;4294;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"24";"Chile";"ASRREA0_";225459,142782;493,87210705447;78,5154765174712;4602,90337201986;2,49390825618213;1,30222038419639;4294;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"25";"Chinese Taipei";"ASDAGE";197733,771073002;10,0932803881533;0,308363615507563;1450,38468550588;0,00810673014712389;0,00496633426248959;4326;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"26";"Chinese Taipei";"ASRREA0_";197733,771073002;558,893683873392;64,4315913182771;1450,38468550588;2,03844699653592;1,0312677660412;4326;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"27";"Czech Republic";"ASDAGE";99203,8658470011;10,3102470247323;0,441254832965729;1475,16195545025;0,00861405143873809;0,00981858275479262;5537;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"28";"Czech Republic";"ASRREA0_";99203,8658470011;543,348150176051;68,0436046705155;1475,16195545025;2,11856522696534;1,97873754353693;5537;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"29";"Denmark";"ASDAGE";55927,5098390007;10,788460409175;0,378455684660499;1124,7617381621;0,00814191530821004;0,00827770800068437;3508;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"30";"Denmark";"ASRREA0_";55927,5098390007;547,492369312958;67,8560091807665;1124,7617381621;2,11375025804803;1,45740684905133;3508;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"31";"Denmark (Grade 3)";"ASDAGE";57947,8988429994;9,75907364245147;0,353900617873248;1462,16683816551;0,00600328515317593;0,00591061705424415;3600;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"32";"Denmark (Grade 3)";"ASRREA0_";57947,8988429994;500,875342074203;84,7944647432264;1462,16683816551;2,69136620513409;1,71420511506856;3600;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"33";"Egypt";"ASDAGE";1543298,61952995;9,97866431587862;0,469315428493348;35988,9122872712;0,0180043174269452;0,0144691190436417;6957;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"34";"Egypt";"ASRREA0_";1543298,61952995;330,471160146637;123,615854059998;35988,9122872712;5,64566687861651;2,7884117543084;6957;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"35";"England";"ASDAGE";575923,064315009;10,2592621694379;0,29372202618177;12108,187897199;0,00590641803824101;0,00223923782093717;5095;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"36";"England";"ASRREA0_";575923,064315009;558,681619282986;79,0646418121147;12108,187897199;1,89149427298144;1,23791911343374;5095;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"37";"Finland";"ASDAGE";54958,5624199995;10,7893953514708;0,341590480548679;1411,22533164505;0,00761135669043631;0,00577754923733747;4896;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"38";"Finland";"ASRREA0_";54958,5624199995;566,007015135412;67,1060489185626;1411,22533164505;1,84404282208867;1,58870491395503;4896;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"39";"France";"ASDAGE";781562,472675014;9,75838465934281;0,412385823441946;20267,7665821642;0,0118912628608078;0,0123306379132851;4765;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"40";"France";"ASRREA0_";781562,472675014;511,264562528068;69,3442359800913;20267,7665821642;2,1734615398198;1,38089057636885;4765;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"41";"Georgia";"ASDAGE";41909,9408329999;9,74223080086063;0,447428740500213;656,685864137675;0,00988596564655125;0,0098014698252748;5741;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"42";"Georgia";"ASRREA0_";41909,9408329999;488,319372913847;78,6167019979072;656,685864137675;2,8076718542864;1,57568239612939;5741;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"43";"Germany";"ASDAGE";664678,176166997;10,3391043992776;0,509169408782603;14271,7672905268;0,0118528616599822;0,0106064105037832;3959;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"44";"Germany";"ASRREA0_";664678,176166997;537,325378884386;77,9765526146327;14271,7672905268;3,17043208387513;3,1960660363865;3959;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"45";"Hong Kong, SAR";"ASDAGE";49267,4417109999;9,92950155319727;0,473659064935525;974,120450196594;0,0137527682424935;0,0152162059445314;3349;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"46";"Hong Kong, SAR";"ASRREA0_";49267,4417109999;568,583341342356;63,7148835280223;974,120450196594;2,74550714989308;1,51978812336999;3349;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"47";"Hungary";"ASDAGE";88834,3100530003;10,6289825967539;0,474857612644011;1906,57206198589;0,0183360809989262;0,0153608317414302;4622;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"48";"Hungary";"ASRREA0_";88834,3100530003;554,197566044066;74,6016471020067;1906,57206198589;2,87907855947033;1,57639167995407;4622;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"49";"Iran, Islamic Republic of";"ASDAGE";1200427,339074;10,1598222634871;0,516514833183342;36812,3335868625;0,013600574090323;0,0391741875202249;4384;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"50";"Iran, Islamic Republic of";"ASRREA0_";1200427,339074;431,050282518382;103,48236901718;36812,3335868625;3,88064688282588;3,21715461486225;4384;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"51";"Ireland";"ASDAGE";61573,2220130002;10,4696312797377;0,391941346184511;1726,82763594023;0,0103795967301446;0,00722213134687378;4607;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"52";"Ireland";"ASRREA0_";61573,2220130002;566,596349032943;73,7719103287235;1726,82763594023;2,47779219105553;1,4734759315386;4607;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"53";"Israel";"ASDAGE";103075,534721;9,97919196640185;0,355046869913036;1904,33426699556;0,00876182297754353;0,00815562662792504;4041;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"54";"Israel";"ASRREA0_";103075,534721;530,287690527179;89,5399580701313;1904,33426699556;2,54053470489388;1,84492595614682;4041;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"55";"Italy";"ASDAGE";522139,753873002;9,73919304256036;0,350226515274942;6494,15133676132;0,00872201155045572;0,00554795667281894;3940;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"56";"Italy";"ASRREA0_";522139,753873002;548,006890338398;65,0087363389766;6494,15133676132;2,18281238299545;1,42648714347657;3940;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"57";"Kazakhstan";"ASDAGE";251104,966152;10,2916665489889;0,479102147958711;4307,55679810514;0,0160301729105597;0,00864507869696456;4925;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"58";"Kazakhstan";"ASRREA0_";251104,966152;536,046296260443;62,6963492828454;4307,55679810514;2,4831498347831;1,38905032194997;4925;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"59";"Kuwait";"ASDAGE";45846,5108289992;9,60158804276339;0,507522303014254;878,723136812722;0,0138362414053136;0,0247582019579853;4536;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"60";"Kuwait";"ASRREA0_";45846,5108289992;394,041091279654;104,891613343102;878,723136812722;4,08896830255191;2,49748867155601;4536;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"61";"Latvia";"ASDAGE";17790,8772939999;10,9028458148181;0,400378025235788;344,838697268377;0,009180756709027;0,00881335048915315;4156;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"62";"Latvia";"ASRREA0_";17790,8772939999;557,745369604941;62,3824013757718;344,838697268377;1,69728820735161;1,25266530899518;4156;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"63";"Lithuania";"ASDAGE";24525,6538479999;10,7593651064997;0,355484187246396;482,789332238741;0,00832195858353626;0,00782633908317236;4317;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"64";"Lithuania";"ASRREA0_";24525,6538479999;548,278386789672;68,9207662720956;482,789332238741;2,62636698025085;1,69524871127909;4317;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"65";"Macao SAR";"ASDAGE";4150,99971300002;9,98860184202566;0,534025491694841;8,15379099566967;0,0078363854763364;0,0131982436132505;4059;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"66";"Macao SAR";"ASRREA0_";4150,99971300002;545,581160743388;66,0470584900083;8,15379099566967;1,03797464242094;0,970160435087607;4059;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"67";"Malta";"ASDAGE";3792,99955100002;9,67043174962661;0,397120095306178;10,9306581002857;0,00500883815541001;0,00454999155191499;3647;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"68";"Malta";"ASRREA0_";3792,99955100002;452,012186805823;90,2274069417549;10,9306581002857;1,80794979643164;1,47845176370019;3647;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"69";"Morocco";"ASDAGE";661186,011592;10,2122910818048;0,946904234422281;20635,3952814657;0,0210500946230515;0,0195046028176379;5458;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"70";"Morocco";"ASRREA0_";661186,011592;349,636808809809;106,294698289376;20635,3952814657;4,29166538067822;2,32652115854444;5458;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"71";"Netherlands";"ASDAGE";167266,199546998;10,0548832613766;0,456451602165776;4502,83507124937;0,011633896044379;0,00832989115032338;4206;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"72";"Netherlands";"ASRREA0_";167266,199546998;544,883657688816;59,7563252845053;4502,83507124937;1,67413604111972;1,24948535295524;4206;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"73";"New Zealand";"ASDAGE";56742,4566310003;10,051051127311;0,318585880236334;856,199762777671;0,00722290182863052;0,00341233777154943;5646;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"74";"New Zealand";"ASRREA0_";56742,4566310003;522,531153093423;90,6974832167951;856,199762777671;2,17740500933755;1,83833280568513;5646;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"75";"Northern Ireland";"ASDAGE";22211,129464;10,3918111545725;0,301053718284242;667,441593372944;0,00528619019453479;0,00301413839697823;3693;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"76";"Northern Ireland";"ASRREA0_";22211,129464;564,620655256958;80,4386524867902;667,441593372944;2,21407569088397;1,31879700439513;3693;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"77";"Norway";"ASDAGE";56609,5687119997;10,7960398907143;0,301482806758124;1088,94643535485;0,00685288240545623;0,00952733702953847;4232;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"78";"Norway";"ASRREA0_";56609,5687119997;558,949635638179;65,4985927564318;1088,94643535485;2,25827153834271;1,28314372967692;4232;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"79";"Norway (4)";"ASDAGE";58308,5300759995;9,80707182115219;0,296467981069935;1295,77774777006;0,00651963762558487;0,00646688846919676;4354;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"80";"Norway (4)";"ASRREA0_";58308,5300759995;516,874139870806;70,1220147047854;1295,77774777006;1,9688079366295;1,04162227897999;4354;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"81";"Oman";"ASDAGE";52227,7505129999;9,69015894379132;0,392835171891665;720,219188695647;0,00612757593289616;0,00651431296933485;9234;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"82";"Oman";"ASRREA0_";52227,7505129999;418,483398875964;105,933236542143;720,219188695647;3,32757473082463;1,65247102219732;9234;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"83";"Poland";"ASDAGE";324400,642428002;10,6646548411317;0,451592330898304;6960,99328840096;0,0157993780341934;0,00988246534837362;4413;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"84";"Poland";"ASRREA0_";324400,642428002;564,62627662325;72,0270460100209;6960,99328840096;2,11902173706432;1,14661883678148;4413;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"85";"Portugal";"ASDAGE";93262,7851040009;9,80267359824174;0,489920150267654;2229,12146692711;0,0105343428759846;0,0135694483417001;4640;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"86";"Portugal";"ASRREA0_";93262,7851040009;527,823391859227;65,1283381613442;2229,12146692711;2,27725440462869;1,40233140289521;4640;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"87";"Qatar";"ASDAGE";19396,2986129999;10,0041308640216;0,56772254626962;136,563516027018;0,00661002568357016;0,00720845151910737;9076;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"88";"Qatar";"ASRREA0_";19396,2986129999;442,236340326075;110,098851872346;136,563516027018;1,84570892551738;1,28795712166181;9076;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"89";"Russian Federation";"ASDAGE";1313232,64414801;10,812009645317;0,431198667400708;17714,4359355623;0,00893837307628971;0,011246988599949;4577;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"90";"Russian Federation";"ASRREA0_";1313232,64414801;580,772484612058;66,3072502057805;17714,4359355623;2,20134237834808;1,28123004994736;4577;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"91";"Russian Federation, Moscow";"ASDAGE";86963,3674739994;10,7639923039481;0,385994330504748;843,132712334485;0,00754868541689867;0,00892848730077414;4289;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"92";"Russian Federation, Moscow";"ASRREA0_";86963,3674739994;612,083928790717;61,8776270930247;843,132712334485;2,15539520102481;1,06653829523501;4289;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"93";"Saudi Arabia";"ASDAGE";431826,952037003;9,92236953663998;0,476448614404417;9704,10469468598;0,0132561968767232;0,00876108139985454;4741;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"94";"Saudi Arabia";"ASRREA0_";431826,952037003;430,299543653295;97,5176873852603;9704,10469468598;4,19203899121207;2,42973786737468;4741;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"95";"Singapore";"ASDAGE";39126,9969689996;10,3727133135225;0,348111421051515;7,30821451472016e-05;0,00469626565875905;0,00594812757365095;6488;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"96";"Singapore";"ASRREA0_";39126,9969689996;576,178407587831;80,2996816215185;7,30821451472016e-05;3,15273684109302;2,11048727277828;6488;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"97";"Slovak Republic";"ASDAGE";46934,8698859999;10,4083101088461;0,54845332278508;836,495332263593;0,0158043034462816;0,0412874894543323;5447;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
"98";"Slovak Republic";"ASRREA0_";46934,8698859999;535,094106819547;80,8529385224042;836,495332263593;3,16390275612373;3,63523008823613;5447;"ASDAGE ASRREA0_";"TOTWGT";"JRR";"FULL";"N";"LISTWISE";"03-MAR-26";"19h 3m";150;5;"NONE"
