"";"IDCNTRY";"EqVar";"b";"beta";"b.se";"beta.se";"b.t";"beta.t";"xvar";"dvar";"weight";"method";"jk2type";"shortcut";"missoptn";"date";"time";"reps";"npv";"selcrit"
"20";"France";"S_AGE";-6,28761047682245;-0,0356183664074084;1,98208990675506;0,0113878031026087;-3,17221254969008;-3,12776451142267;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"21";"France";"S_GENEFF";0,735161131004542;0,0888206627067304;0,0972691747242268;0,0116864367905448;7,55800728328207;7,60032029425707;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"22";"France";"S_HISCED_D1";-10,323284286705;-0,0181691262028714;6,82807909955053;0,0121461391916297;-1,5118870382425;-1,49587666633957;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"23";"France";"S_HISCED_D2";-11,6867818255632;-0,0419184111018382;3,41321206418318;0,0124098061815865;-3,42398351048837;-3,37784575266261;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"24";"France";"S_HISCED_D3";-1,56621793644314;-0,00937947849062979;2,22921561028994;0,013339695236397;-0,70258701276519;-0,703125395626589;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"25";"France";"S_HISCED_D4";-0,149855549855103;-0,000879180611962216;1,9498104819642;0,0114902604118973;-0,0768564695088425;-0,0765152903803544;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"26";"France";"S_SEX_D2";28,4960208581166;0,18607819819015;1,33830503471394;0,00979977743819656;21,292620231536;18,9880024687983;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"27";"France";"PV_CT";0,722086588089702;0,836421064902839;0,0134839001055343;0,00844613290145449;53,5517604282259;99,0300620013687;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"28";"Germany";"(CONSTANT)";268,84852058515;NA;45,1513247305327;NA;5,95438831949368;NA;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"29";"Germany";"S_AGE";-6,14754883880516;-0,0471758641274977;2,74240881532097;0,0216008164985854;-2,24166025300851;-2,18398522715968;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"30";"Germany";"S_GENEFF";1,04060154985017;0,125490201062041;0,142842614655816;0,0164763503038112;7,28495170966689;7,61638340701059;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"31";"Germany";"S_HISCED_D1";3,86697593835282;0,00218609423485491;28,4030293154835;0,015958863794546;0,136146602371205;0,136983074923042;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"32";"Germany";"S_HISCED_D2";-5,15036512363984;-0,0326688619334947;3,06146945644;0,0193580968184363;-1,68231798387069;-1,68760711550845;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"33";"Germany";"S_HISCED_D3";-6,64773062031728;-0,0370562796440243;3,58971666744645;0,0201276491606376;-1,85188170437032;-1,84106347185806;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"34";"Germany";"S_HISCED_D4";-5,68381618347334;-0,016911468119923;6,04182176455929;0,0182873576386606;-0,940745424966693;-0,924762803575901;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"35";"Germany";"S_SEX_D2";20,8599530533923;0,134974866767635;2,44260819585333;0,0142054224777229;8,54003236737069;9,50164396583793;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"36";"Germany";"PV_CT";0,584301102456524;0,756734500973243;0,0190136119468055;0,014025001132517;30,7306735874924;53,9561097944409;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"37";"Germany, North-Rhine Westphalia";"(CONSTANT)";230,446784074906;NA;48,5805396137924;NA;4,74360280694536;NA;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"38";"Germany, North-Rhine Westphalia";"S_AGE";-4,11154614370269;-0,032579642137828;3,25887966743207;0,0251252572527261;-1,26164405049742;-1,2966888979532;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"39";"Germany, North-Rhine Westphalia";"S_GENEFF";1,07832894163794;0,132333748031841;0,124347430313088;0,0148785015008123;8,67190370498907;8,8942927501547;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"40";"Germany, North-Rhine Westphalia";"S_HISCED_D1";25,8198920955676;0,00862201033008737;12,1967663380818;0,00552161626264744;2,11694570346491;1,56150118370475;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"41";"Germany, North-Rhine Westphalia";"S_HISCED_D2";-7,1301225189696;-0,0459080929487222;3,79690061476006;0,0247040292355147;-1,87787968198377;-1,85832410215595;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"42";"Germany, North-Rhine Westphalia";"S_HISCED_D3";-4,95892072875342;-0,0297627721102422;3,4220724086179;0,0206721178661065;-1,44909871464591;-1,4397543736455;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"43";"Germany, North-Rhine Westphalia";"S_HISCED_D4";6,83623074581476;0,023667859491411;5,18127100967781;0,0177750932012981;1,31941192287486;1,33151816552403;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"44";"Germany, North-Rhine Westphalia";"S_SEX_D2";21,1060918068297;0,142484338014796;2,54599074136664;0,0172519288880793;8,28993266310953;8,25903810171911;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"45";"Germany, North-Rhine Westphalia";"PV_CT";0,597402395842096;0,765455108799621;0,0172382248576584;0,015722549059125;34,6556795015171;48,6851785878429;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"46";"Korea, Republic of";"(CONSTANT)";189,732307813984;NA;62,9556410984766;NA;3,01374594084747;NA;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"47";"Korea, Republic of";"S_AGE";-3,45586840188329;-0,010820307558427;4,38814136905352;0,0137593734646107;-0,787547189398934;-0,786395367947313;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"48";"Korea, Republic of";"S_GENEFF";1,51882931562185;0,173318340521395;0,143887725180792;0,0155089821426404;10,5556559026385;11,1753523814353;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"49";"Korea, Republic of";"S_HISCED_D1";16,8400020573592;0,0078349982819337;31,5675348965883;0,0156398674374591;0,533459521388829;0,500963215530081;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"50";"Korea, Republic of";"S_HISCED_D2";10,0640389130201;0,007179167827205;16,3938068958834;0,0116198953309881;0,613892732599359;0,617834121797941;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"51";"Korea, Republic of";"S_HISCED_D3";-10,9773054564162;-0,0465949600929392;3,05375675625217;0,0129921150070566;-3,59468888081592;-3,58640298886142;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"52";"Korea, Republic of";"S_HISCED_D4";1,7239753684726;0,00427648069446375;5,26235948456008;0,0130861050619615;0,327605017013906;0,326795534210907;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"53";"Korea, Republic of";"S_SEX_D2";35,0460676561514;0,184746552668649;2,97443175725233;0,0152697163979462;11,7824413253729;12,0988856540582;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"54";"Korea, Republic of";"PV_CT";0,583165779840733;0,678871738901416;0,0138032810046833;0,0128080844578716;42,2483451320649;53,0033777599113;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"55";"Luxembourg";"(CONSTANT)";244,9933787523;NA;25,8698422458534;NA;9,47023087439076;NA;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"56";"Luxembourg";"S_AGE";-4,84475363228409;-0,0406544408337384;1,72834557661192;0,0144622705529039;-2,80311628521726;-2,8110690285472;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"57";"Luxembourg";"S_GENEFF";0,703435658418912;0,0889984879653806;0,0764416916281014;0,00983544088402619;9,20225132956525;9,0487542973212;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"58";"Luxembourg";"S_HISCED_D1";-8,20566293620557;-0,0246907749407305;3,69924882825498;0,0111394565237247;-2,21819707653361;-2,21651522119991;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"59";"Luxembourg";"S_HISCED_D2";-16,5480879882895;-0,0594974197068061;2,87786070775825;0,0112180340480561;-5,7501351415927;-5,30372964210392;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"60";"Luxembourg";"S_HISCED_D3";-2,90384183142437;-0,0165842439582651;1,98431395583463;0,0113467911833141;-1,46339838153432;-1,46158007936666;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"61";"Luxembourg";"S_HISCED_D4";-0,864792218940792;-0,00324331112252872;2,69399585451424;0,0100845218428377;-0,321007256745287;-0,321612781753476;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"62";"Luxembourg";"S_SEX_D2";25,22246528105;0,156437824778886;1,66683156749073;0,0103529763956806;15,1319820028487;15,1104203081304;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"63";"Luxembourg";"PV_CT";0,578985551723408;0,745143699475729;0,00847554509771927;0,00968691546220819;68,3124855154402;76,9227007691743;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"64";"Portugal";"(CONSTANT)";114,711657646331;NA;28,2003526621988;NA;4,06773840811206;NA;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"65";"Portugal";"S_AGE";2,00939334520558;0,023494725754533;2,00720368786025;0,0238221175016579;1,0010908994232;0,986256815872807;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"66";"Portugal";"S_GENEFF";0,572577544401136;0,0711333978187852;0,11157665244177;0,0133908898396618;5,13169674722007;5,31207400482819;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"67";"Portugal";"S_HISCED_D1";-12,7021176166982;-0,057280783933735;3,28598572528956;0,0146288719676871;-3,8655425429698;-3,91559814456366;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"68";"Portugal";"S_HISCED_D2";-8,50720716241145;-0,0472434957543519;3,01126002127264;0,0164950573620257;-2,8251320385199;-2,86410011905228;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
"69";"Portugal";"S_HISCED_D3";3,40887887353373;0,021468191727731;3,01164375572572;0,0190231290589986;1,1318997697031;1,12853104561028;" S_HISCED_d1 S_HISCED_d2 S_HISCED_d3 S_HISCED_d4 S_SEX_d2 S_AGE S_GENEFF PV_CT";"PV_CIL";"TOTWGTS";"JRR";"HALF";"N";"listwise";"04-MAR-26";"16h29m";75;5;"NONE"
