"";"IDCNTRY";"Variable";"Mean";"stdev";"TOTWGT";"NObs";"TOTWGT.se";"mean.se";"stdev.se";"xvar";"weight";"method";"jk2type";"missoptn";"date";"time";"reps";"selcrit"
"30";"Hungary";"RBSDGSLM";2651,35432793788;1315,15415320586;84358,5454400005;5316;1249,5735349612;31,2586814211155;10,4466282194324;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"31";"Iran, Islamic Republic of";"RBSDGHER";3066,22444909459;1629,03081421962;1195330,749633;6122;12096,9049496298;49,6442970419361;11,0610718118678;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"32";"Iran, Islamic Republic of";"RBSDGSLM";3038,28411548139;1664,73473187684;1195330,749633;6122;12096,9049496298;38,0050448672872;8,15548790526112;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"33";"Ireland";"RBSDGHER";2523,7174658572;1338,04196412645;69924,2719040003;5001;1374,29568058577;36,4846281235942;10,9383512659247;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"34";"Ireland";"RBSDGSLM";2490,83735872221;1264,86542807914;69924,2719040003;5001;1374,29568058577;38,8563802100403;14,4521256450627;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"35";"Israel";"RBSDGHER";1750,30454378263;902,465487536524;75650,9954370002;3583;1409,86554790813;25,3721393206188;11,358017734993;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"36";"Israel";"RBSDGSLM";1833,70395707418;945,041429864584;75650,9954370002;3583;1409,86554790813;23,4331122524672;7,3656715179928;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"37";"Italy";"RBSDGHER";2275,19957596912;1210,34106332199;520232,245833997;4476;13830,3120995278;42,8140356381877;9,49186026621462;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"38";"Italy";"RBSDGSLM";2232,21599529319;1122,48952492753;520232,245833997;4476;13830,3120995278;27,1639302136934;8,8596288322798;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"39";"Ivory Coast";"RBSDGHER";3895,8573885214;1523,91169854741;380737,689932008;7972;11314,2644745958;76,9002611606372;69,5478282106218;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"40";"Ivory Coast";"RBSDGSLM";3981,5431413789;2081,49345478326;380737,689932008;7972;11314,2644745958;67,5693879123399;15,9358819662417;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"41";"Japan";"RBSDGHER";1835,12545815214;970,590315221322;995579,66400301;3690;21040,4723531223;24,5843143049339;6,45123466156875;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"42";"Japan";"RBSDGSLM";1844,98732893694;935,60054411389;995579,66400301;3690;21040,4723531223;23,0992677411035;7,57890916151677;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"43";"Jordan";"RBSDGHER";3090,7019060266;1659,86451998963;158796,219643001;6366;3619,44176577053;35,5619814270151;11,2722054428489;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"44";"Jordan";"RBSDGSLM";3164,05408717244;1731,2668100334;158796,219643001;6366;3619,44176577053;42,3535089076291;9,88148949101459;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"45";"Kazakhstan";"RBSDGHER";3028,49059858499;1522,38697018604;294614,843384004;6018;5885,71494656027;38,6528497907579;13,9118418050814;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"46";"Kazakhstan";"RBSDGSLM";2947,08217596275;1597,24895783108;294614,843384004;6018;5885,71494656027;35,6539707962955;10,7831100707011;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"47";"Korea, Republic of";"RBSDGHER";2082,81175860227;1080,66814385403;403649,707672002;4227;6166,80720637028;28,7247792882598;9,16265207180022;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"48";"Korea, Republic of";"RBSDGSLM";2110,15129960989;1065,80879290667;403649,707672002;4227;6166,80720637028;18,5579133280483;7,54695956342406;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"49";"Kuwait";"RBSDGHER";2011,83322853011;1066,24598817471;41507,3929420006;4076;749,98244079524;30,607534041152;10,4427400273569;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"50";"Kuwait";"RBSDGSLM";2034,48090435605;1085,90829182046;41507,3929420006;4076;749,98244079524;24,3760363537015;6,60754998602986;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"51";"Lithuania";"RBSDGHER";2605,58149587159;1350,65236444202;25192,5201430003;5175;614,49509316157;40,5552812643303;10,8833406255329;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"52";"Lithuania";"RBSDGSLM";2595,12104342542;1310,50708181414;25192,5201430003;5175;614,49509316157;29,878038635964;8,88721529994554;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"53";"Malaysia";"RBSDGHER";4388,89330070062;2241,32640977834;409000,459916005;8700;3377,22369144897;54,0412797053019;16,1467026655573;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"54";"Malaysia";"RBSDGSLM";4352,73234598138;2307,10406924999;409000,459916005;8700;3377,22369144897;40,9278555938059;14,8551383692618;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"55";"Malta";"RBSDGHER";1918,58109512285;1017,87927801411;4102,72360799999;3804;18,7218615089215;15,3390278479853;6,10552437663749;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"56";"Malta";"RBSDGSLM";1901,35843749483;989,798320709935;4102,72360799999;3804;18,7218615089215;14,6178977502283;6,01624098448915;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"57";"Morocco";"RBSDGHER";3876,81353583116;1932,78875362121;545230,950625994;8005;9662,02877722001;43,423832730872;16,7230058564275;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"58";"Morocco";"RBSDGSLM";3938,75179060772;2143,48861471953;545230,950625994;8005;9662,02877722001;45,1551113363039;10,7555717293241;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"59";"New Zealand";"RBSDGHER";1926,6680024666;983,605599623973;56193,5981270001;3664;1745,38586810113;30,3889655803094;5,0210597549274;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"60";"New Zealand";"RBSDGSLM";1847,76734131806;940,286712555215;56193,5981270001;3664;1745,38586810113;22,4533049975049;8,61016961052221;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"61";"Norway";"RBSDGHER";2934,89109202463;1526,0203052114;55470,4596459989;5856;942,742086108925;36,0164968718237;8,53894202852342;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"62";"Norway";"RBSDGSLM";2936,94894356141;1412,14115896758;55470,4596459989;5856;942,742086108925;25,810344054849;11,2559125018871;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"63";"Oman";"RBSDGHER";3664,53496545117;1916,80170595001;57721,060726;7266;583,743147737459;33,8909168747829;12,0580696214223;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"64";"Oman";"RBSDGSLM";3585,29810826066;1972,62438689815;57721,060726;7266;583,743147737459;45,4100237873837;11,3997244024352;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"65";"Palestinian National Authority";"RBSDGHER";2966,90911988422;1538,84073767319;99179,8823620005;5905;1116,16033218844;26,3147246648161;8,66895813851548;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"66";"Palestinian National Authority";"RBSDGSLM";2993,99463826703;1607,23447304137;99179,8823620005;5905;1116,16033218844;34,9983143178975;8,00240277355638;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"67";"Portugal";"RBSDGHER";2653,19002073601;1425,35871093443;98973,8233980014;5257;2203,44468169073;43,727350280503;11,519455708738;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"68";"Portugal";"RBSDGSLM";2628,89566311247;1342,30592928108;98973,8233980014;5257;2203,44468169073;30,0364661010964;9,14285484417533;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"69";"Qatar";"RBSDGHER";2035,09250473449;1072,2024274457;21905,5531719996;4064;485,886687061168;33,2784376235147;10,7299582294692;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"70";"Qatar";"RBSDGSLM";2027,77717221859;1103,2526929283;21905,5531719996;4064;485,886687061168;36,6098608014013;8,13984134722302;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"71";"Romania";"RBSDGHER";1844,23703577713;898,094385914213;144029,20469;3395;5377,17014696854;36,3174701510089;10,457069196548;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"72";"Romania";"RBSDGSLM";1657,68642648793;901,692341165168;144029,20469;3395;5377,17014696854;26,1121796683828;6,06843191841406;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"73";"Saudi Arabia";"RBSDGHER";2616,7629630936;1356,21072731958;371092,964426997;5193;5399,25576792408;27,0267362532709;8,85659584773925;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"74";"Saudi Arabia";"RBSDGSLM";2588,24637582669;1413,19742677069;371092,964426997;5193;5399,25576792408;34,4150650037927;7,81229553871842;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"75";"Singapore";"RBSDGHER";2322,79297830112;1255,73481546281;38264,7409859997;4693;80,9303949844626;40,7281878348002;11,1948674160596;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"76";"Singapore";"RBSDGSLM";2333,530249372;1266,63790337003;38264,7409859997;4693;80,9303949844626;34,6817815716489;7,27010241930858;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"77";"South Africa";"RBSDGHER";5149,11495501063;2616,0612441652;856055,669819996;10355;25015,6486947591;64,4320435826171;18,0776061716904;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"78";"South Africa";"RBSDGSLM";5303,44760988635;2793,73294582805;856055,669819996;10355;25015,6486947591;48,8248173416404;13,9540809537118;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"79";"Sweden";"RBSDGHER";2348,30105837275;1229,23622833232;107133,397386;4671;2656,69136394288;37,0145683291801;8,091766404839;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"80";"Sweden";"RBSDGSLM";2328,28475688268;1133,28361625781;107133,397386;4671;2656,69136394288;29,4365445946668;10,6537790211637;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"81";"Turkey";"RBSDGHER";2445,5694534589;1325,08647064914;960546,822284012;4791;12062,4710193761;46,161926418344;11,6098307786718;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"82";"Turkey";"RBSDGSLM";2336,14509097856;1286,28103103561;960546,822284012;4791;12062,4710193761;30,4912434124046;9,10789319105533;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"83";"United Arab Emirates";"RBSDGHER";14628,2338878738;7911,48288291833;72000,0189789998;29837;763,517045181865;82,4428858469502;37,127278204077;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"84";"United Arab Emirates";"RBSDGSLM";14839,6170648747;8072,87874646221;72000,0189789998;29837;763,517045181865;101,574576246812;23,3923589526153;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"85";"United Arab Emirates (Abu Dhabi)";"RBSDGHER";5278,79762257775;2828,29284462373;23791,7772940003;10638;513,371198207831;47,2454889091934;19,4387295319308;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"86";"United Arab Emirates (Abu Dhabi)";"RBSDGSLM";5319,14136301294;2865,79746526375;23791,7772940003;10638;513,371198207831;47,6125746046162;11,7417985977693;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"87";"United Arab Emirates (Dubai)";"RBSDGHER";3800,17845107952;2044,93324502976;22204,8542800001;7721;340,021341800121;49,6780771999019;22,8189833094595;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"88";"United Arab Emirates (Dubai)";"RBSDGSLM";3765,89358471451;2099,41534673008;22204,8542800001;7721;340,021341800121;50,4850720146481;12,5505213000968;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"89";"United Arab Emirates (Sharjah)";"RBSDGHER";2878,43069627332;1539,36211078962;14961,4144770002;5901;381,174710473772;39,1563492041217;18,8206702363975;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"90";"United Arab Emirates (Sharjah)";"RBSDGSLM";2929,57816926548;1592,30225502066;14961,4144770002;5901;381,174710473772;58,5448297511198;15,4931663412815;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"91";"United States";"RBSDGHER";3790,94298861583;2046,05626934711;3400843,36929193;7654;94955,1086305858;63,7057682193199;15,0199002074801;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"92";"United States";"RBSDGSLM";3812,97284821114;2001,14645965419;3400843,36929193;7654;94955,1086305858;46,4587958700443;12,4890431388398;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"93";"Uzbekistan";"RBSDGHER";2044,3967887;1047,60703603285;515621,453354005;4069;10697,5019665252;30,6588455713063;9,14133337071172;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"94";"Uzbekistan";"RBSDGSLM";2006,59059595562;1042,09947783225;515621,453354005;4069;10697,5019665252;26,4258784859814;8,93307257581983;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"95";"Table Average";"RBSDGHER";3196,7259646149;1664,48362112523;NA;NA;NA;6,54408311614873;2,61740976765413;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
"96";"Table Average";"RBSDGSLM";3190,21650146474;1676,32977975549;NA;NA;NA;6,0539861042791;1,67146831094393;" RBSDGHER RBSDGSLM";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"12h56m";250;"NONE"
