"";"IDCNTRY";"Variable";"Mean";"stdev";"TOTWGT";"NObs";"TOTWGT.se";"mean.se";"stdev.se";"xvar";"weight";"method";"jk2type";"missoptn";"date";"time";"reps";"selcrit"
"46";"Hungary";"RASDGSLR";2202,53910643501;1158,89953432507;83786,6801900009;4368;1859,04533495873;37,6683326333829;10,5940012736179;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"47";"Iran, Islamic Republic of";"RASDGHRL";2219,54877668139;1009,26501449529;1161224,633241;4252;36387,8621010988;32,3445773703935;16,7962326199687;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"48";"Iran, Islamic Republic of";"RASDGSLR";2106,94569719316;970,475121122737;1161224,633241;4252;36387,8621010988;45,0308541231194;23,3469329946114;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"49";"Ireland";"RASDGHRL";2140,18535363669;1002,1094122676;56364,041047;4212;1490,15636711955;28,5502515738661;11,7429909700701;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"50";"Ireland";"RASDGSLR";2117,34499794641;1116,61523215197;56364,041047;4212;1490,15636711955;25,3368302285837;9,17360047415168;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"51";"Israel";"RASDGHRL";1701,49925951259;730,148111802596;87881,6829990001;3426;2095,01131003105;22,7310543359553;14,3229900977051;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"52";"Israel";"RASDGSLR";1727,46464572173;919,772460262666;87881,6829990001;3426;2095,01131003105;26,1276687286724;7,09637026190326;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"53";"Italy";"RASDGHRL";1797,42934619121;631,638539079574;475151,651997001;3577;7341,87398520123;19,0134087399739;18,6667389827944;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"54";"Italy";"RASDGSLR";1784,26023998128;946,756225538742;475151,651997001;3577;7341,87398520123;21,9325362487402;7,6277890984367;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"55";"Kazakhstan";"RASDGHRL";2433,5633830961;785,913716351169;247246,062524998;4845;4442,94771813655;26,7129436313752;31,9830765975058;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"56";"Kazakhstan";"RASDGSLR";2390,95327239316;1100,52300370035;247246,062524998;4845;4442,94771813655;29,1997467932867;15,4330657243993;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"57";"Kuwait";"RASDGHRL";1771,04136650097;478,402930746789;37127,662944;3470;857,802118084634;15,4496930674228;25,1517853516788;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"58";"Kuwait";"RASDGSLR";1686,34418612352;870,447219115076;37127,662944;3470;857,802118084634;28,2093910910392;9,36371836855075;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"59";"Latvia";"RASDGHRL";1979,90693531203;813,077711075798;16579,796947;3873;349,841026060738;20,2994844600545;14,3299140806747;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"60";"Latvia";"RASDGSLR";1936,27583339824;1037,90535701542;16579,796947;3873;349,841026060738;27,1853882642052;11,3434606599238;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"61";"Lithuania";"RASDGHRL";1826,14763649173;710,761659842934;21017,3094269998;3602;461,873439861496;21,2014684116932;19,3368160075859;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"62";"Lithuania";"RASDGSLR";1790,63527363849;943,944395324532;21017,3094269998;3602;461,873439861496;26,1930875032985;7,79253910725227;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"63";"Macao SAR";"RASDGHRL";1997,47724342116;781,396629527901;4090,956669;4001;11,6504924064679;10,6417973780047;11,9810993764759;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"64";"Macao SAR";"RASDGSLR";1996,96896679744;1060,79228628917;4090,956669;4001;11,6504924064679;14,5209887469233;5,93479420929639;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"65";"Malta";"RASDGHRL";1561,91175363341;673,122886529585;3242,412867;3122;22,4666729329046;10,5209232412938;7,45330285234295;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"66";"Malta";"RASDGSLR";1562,42485791769;811,654274735442;3242,412867;3122;22,4666729329046;13,0697235069168;4,62286124904264;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"67";"Morocco";"RASDGHRL";2333,9763967382;1124,92329035578;558550,835336004;4579;18069,391274906;28,9594392083041;6,95102302525506;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"68";"Morocco";"RASDGSLR";2292,93476009478;1142,45388789895;558550,835336004;4579;18069,391274906;40,9003700161631;9,11040363083858;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"69";"Netherlands";"RASDGHRL";1151,39472100682;524,610486052804;88846,0340139996;2235;3153,93629461254;17,0307201796129;6,27612093727473;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"70";"Netherlands";"RASDGSLR";1122,64248718637;600,785170673479;88846,0340139996;2235;3153,93629461254;19,2458371254792;7,93188916506621;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"71";"New Zealand";"RASDGHRL";1337,05686361891;640,70032620521;25668,3759150002;2597;645,397669158859;19,3963492291955;5,48473177498797;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"72";"New Zealand";"RASDGSLR";1309,3985642542;681,148882476505;25668,3759150002;2597;645,397669158859;19,8191852724289;5,93859355806847;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"73";"Northern Ireland";"RASDGHRL";729,882515673697;357,599764803433;8351,54254499998;1444;405,570205612689;11,0433241121122;1,93856110031381;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"74";"Northern Ireland";"RASDGSLR";721,66409875824;381,103853969114;8351,54254499998;1444;405,570205612689;13,0617207046907;4,47257236507059;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"75";"Norway";"RASDGHRL";2004,05246285073;979,316923873254;52689,9774989992;3926;1109,20644324962;24,1474607417066;2,64724221598997;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"76";"Norway";"RASDGSLR";2011,24594116097;1037,9403758402;52689,9774989992;3926;1109,20644324962;29,4039051822026;10,5199693888491;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"77";"Norway (4)";"RASDGHRL";2029,61299539319;998,49881831802;53972,6149279994;4015;1252,9266685198;29,2953935518965;4,18631810088917;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"78";"Norway (4)";"RASDGSLR";2036,68742266169;1057,07145701826;53972,6149279994;4015;1252,9266685198;24,5026061550487;12,6417289327298;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"79";"Oman";"RASDGHRL";4134,26725708706;1653,24932099974;47989,807794;8342;691,801236047769;31,1390899683806;28,2494394944958;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"80";"Oman";"RASDGSLR";4097,56763905848;1994,93123545456;47989,807794;8342;691,801236047769;41,6691810675525;17,3623853698649;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"81";"Poland";"RASDGHRL";2230,25471323503;921,071592386597;314785,256047;4274;7009,5034648707;21,489458534511;14,870952347071;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"82";"Poland";"RASDGSLR";2082,01081514281;1144,70303001753;314785,256047;4274;7009,5034648707;28,2573268851684;10,5541776384904;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"83";"Portugal";"RASDGHRL";2201,89129169716;960,365662379771;90134,2927310007;4475;2250,55039700412;26,5479135482463;16,4928322192236;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"84";"Portugal";"RASDGSLR";2255,84694840866;1008,33998892943;90134,2927310007;4475;2250,55039700412;23,3957867206431;12,457547165587;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"85";"Qatar";"RASDGHRL";3583,32629746816;1264,338210511;15528,7769240002;7179;119,906300621883;21,1659134905441;23,4150275219805;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"86";"Qatar";"RASDGSLR";3558,51407333892;1857,49021653674;15528,7769240002;7179;119,906300621883;31,2507284811469;10,0839799152127;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"87";"Russian Federation";"RASDGHRL";2314,15331467663;838,839417025604;1300120,73614201;4529;18168,9604101304;19,1802510494335;17,8006904562829;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"88";"Russian Federation";"RASDGSLR";2249,07371286079;1182,42595990844;1300120,73614201;4529;18168,9604101304;33,7142752205879;8,42066975269501;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"89";"Russian Federation, Moscow";"RASDGHRL";2100,44308789354;1019,18097968887;85442,2228479995;4207;887,622358914973;36,1457915256819;9,08692744508663;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"90";"Russian Federation, Moscow";"RASDGSLR";2094,66331140455;1099,31655947371;85442,2228479995;4207;887,622358914973;29,3852377206469;9,23793974020072;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"91";"Saudi Arabia";"RASDGHRL";2086,71955712559;747,926487832974;384353,917014003;4187;9736,25404632206;23,9859609220091;23,6083982960822;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"92";"Saudi Arabia";"RASDGSLR";2111,63380736289;1054,18363782059;384353,917014003;4187;9736,25404632206;33,1183813168519;9,05481958285406;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"93";"Singapore";"RASDGHRL";3047,35533229891;1443,52860325207;37667,7723979996;6236;119,179946729845;27,8679785608685;12,3950978795858;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"94";"Singapore";"RASDGSLR";3105,79409845924;1646,99052880095;37667,7723979996;6236;119,179946729845;30,6399308309034;9,9094712614107;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"95";"Slovak Republic";"RASDGHRL";2693,88687077781;1111,95016491863;44953,5880740001;5205;764,031993421312;34,0674690088814;33,7067217530056;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"96";"Slovak Republic";"RASDGSLR";2610,93514373543;1395,58318283047;44953,5880740001;5205;764,031993421312;37,8867065272667;11,5859100244986;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"97";"Slovenia";"RASDGHRL";2139,63589938737;891,671481822536;18478,8329289999;4247;503,139620162157;23,6355422406755;16,3406475246437;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"98";"Slovenia";"RASDGSLR";2136,90765489982;1108,60018613728;18478,8329289999;4247;503,139620162157;30,3509197425348;14,8450786350675;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"99";"South Africa";"RASDGHRL";3109,31263797215;1436,17853768969;470924,952016008;6214;21231,0731669602;51,4512652880194;22,8923454612477;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"100";"South Africa";"RASDGSLR";3092,3527655061;1585,36913971267;470924,952016008;6214;21231,0731669602;46,1158596525249;14,6317752055018;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"101";"South Africa (Eng/Afr)";"RASDGHRL";1386,19026575052;620,907426648402;274004,816582002;2833;16099,8428940178;33,5434841266724;17,4532069491006;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
"102";"South Africa (Eng/Afr)";"RASDGSLR";1442,71243684077;735,222084517998;274004,816582002;2833;16099,8428940178;27,0017858865636;5,76550719573671;" RASDGHRL RASDGSLR";"TOTWGT";"JRR";"FULL";"LISTWISE";"04-MAR-26";"10h22m";150;"NONE"
